date,stock,title,content,neg,neu,pos
2010-09-03,AZN,Abbott Laboratories (NYSE:ABT) calls off the sale of its European flu-vaccine business after...,"Abbott Laboratories (NYSE:ABT) calls off the sale of its European flu-vaccine business after initial bids in the range of â¬500M ($640M) were deemed too low. It's unclear which companies placed bids, though GlaxoSmithKline (NYSE:GSK) and AstraZeneca (NYSE:AZN) were said to be interested.",0.03809149190783501,0.9219227433204651,0.03998582810163498
2010-09-24,AZN,AstraZeneca (NYSE:AZN) +1.3% premarket after its new heart medicine Brilinta gets the green...,"AstraZeneca (NYSE:AZN) +1.3% premarket after its new heart medicine Brilinta gets the green light from European regulators. FDA will complete its review before year-end; pending approval, sales could hit almost $2B in 2014.",0.04113687202334404,0.25365686416625977,0.7052062153816223
2010-10-11,AZN,AstraZeneca (NYSE:AZN) and Pozen (POZN +7.8%) score EU approval to market their arthritis-pain...,"AstraZeneca (NYSE:AZN) and Pozen (POZN
+7.8%) score EU approval to market their arthritis-pain pill Vimovo, after the FDA approved the drug in April. Vimovo is seen as a key product for AstraZeneca, which faces the steepest ""patent cliff"" for patent expiries among European drug makers.",0.025280192494392395,0.9282333254814148,0.04648652672767639
2010-11-15,AZN,AstraZeneca (NYSE:AZN) is reportedly looking to sell its Swedish Astra Tech dental-implants unit...,"AstraZeneca (NYSE:AZN) is reportedly looking to sell its Swedish Astra Tech dental-implants unit for $2B. JPMorgan Chase (NYSE:JPM) is approaching buyers in medical devices and private equity for the deal, which would help AZN focus on core business as it loses patent protection on key drugs.",0.01142345741391182,0.8864580988883972,0.10211846232414246
2010-11-30,AZN,The FDA says an experimental thyroid cancer drug from AstraZeneca (AZN -1.2%) carries...,"The FDA says an experimental thyroid cancer drug from AstraZeneca (AZN
-1.2%) carries ""substantial toxicity"" and will ask a federal panel whether heart-related risks mean that the drug, vandetanib, should be restricted.",0.03097420185804367,0.9377471804618835,0.031278591603040695
2010-12-03,AZN,EU antitrust officials raid AstraZeneca (AZN -0.6%) as part of a probe into whether drugmakers...,"EU antitrust officials raid AstraZeneca (AZN
-0.6%) as part of a probe into whether drugmakers colluded to slow the sale of generics. In a report last year, the EU noted companies are using a variety of techniques to delay the introduction of generics ""for as long as possible."" Today's raid seems to indicate it's serious about pursuing the issue.",0.08033770322799683,0.8924372792243958,0.027225034311413765
2010-12-17,AZN,Shares of AstraZeneca (AZN -5.3%) are under pressure after the FDA delays approval of heart drug...,"Shares of AstraZeneca (AZN
-5.3%) are under pressure after the FDA delays approval of heart drug Brilinta. The request for further analysis could delay drug approval by at least six months, and may ""raise uncertainties about the potential scale of the productâs likely commercial success.""",0.5837879776954651,0.3991752862930298,0.0170368030667305
2010-12-21,AZN,"AstraZeneca (AZN -0.5%) halts the development of motavizumab, a drug for the prevention of a...","AstraZeneca (AZN
-0.5%) halts the development of motavizumab, a drug for the prevention of a respiratory infection, and will take a $445M impairment charge in Q4. The move isn't entirely unexpected.",0.024261754006147385,0.9283559918403625,0.04738224297761917
2010-12-23,AZN,AstraZeneca (NYSE:AZN) ends its license agreement with Abbott Laboratories (NYSE:ABT) to develop...,"AstraZeneca (NYSE:AZN) ends its license agreement with Abbott Laboratories (NYSE:ABT) to develop Certriad, prompted by an FDA decision in March 2010 which caused a regulatory delay in the drug's commercialization. The firms felt the licensing agreement was ""no longer commercially attractive.""",0.6813874244689941,0.28082188963890076,0.037790700793266296
2010-12-28,AZN,Johnson & Johnson (NYSE:JNJ) and AstraZeneca (NYSE:AZN) separately are stopping tests of...,"Johnson & Johnson (NYSE:JNJ) and AstraZeneca (NYSE:AZN) separately are stopping tests of experimental pain drugs because of concerns over bone damage. Combined with earlier suspensions by Pfizer (NYSE:PFE) and Regeneron (NASDAQ:REGN), the moves may mean the anti-nerve growth factor drug class - once expected to generate $11B in annual revenues - is a ""tainted class.""",0.0638960599899292,0.8961290121078491,0.039974991232156754
2010-12-29,AZN,"With pharma companies branching into flea sprays and energy drinks as drug revenue slows,...","With pharma companies branching into flea sprays and energy drinks as drug revenue slows, AstraZeneca (NYSE:AZN) - with a poor approval record over the past few years - is trying to recommit to research, including poaching talent from Pfizer (NYSE:PFE).",0.028050757944583893,0.9307875037193298,0.04116173833608627
2011-02-02,AZN,Cholesterol-lowering drugs like Lipitor and Crestor have done wonders for the health of Pfizer's...,"Cholesterol-lowering drugs like Lipitor and Crestor have done wonders for the health of Pfizer's (NYSE:PFE) and AstraZeneca's (NYSE:AZN) balance sheets, but a report from the CDC suggests that only half of American adults are taking the cholesterol medication that they need.",0.05083815008401871,0.9140458106994629,0.035116080194711685
2011-03-28,AZN,"AstraZeneca (AZN +0.3%) announces a tax agreement with U.S. and U.K. authorities. As a result,...","AstraZeneca (AZN
+0.3%) announces a tax agreement with U.S. and U.K. authorities. As a result, Q1 earnings will rise by ~$500M as the company frees up a portion of provisions set aside for the settlement. Core 2011 EPS will rise to $6.90-$7.20 from $6.45-$6.75. (PR)",0.03720181807875633,0.6951938271522522,0.2676042914390564
2011-03-31,AZN,"Jeff Reeves' seven dividend stocks to buy for ""reliable income in a volatile market"": AZN, 5.5%...","Jeff Reeves' seven dividend stocks to buy for ""reliable income in a volatile market"": AZN, 5.5% yield; LO, 5.7%; T, 5.8%; BPT, 7.5%; FRO, 7.7%; DPO, 9%; PVD, 9.3%.",0.028496842831373215,0.9002476930618286,0.07125541567802429
2011-04-07,AZN,"The FDA approves Vandetanib, AstraZeneca's (AZN +0.7%) medullary thyroid cancer drug. It's the...","The FDA approves Vandetanib, AstraZeneca's (AZN
+0.7%) medullary thyroid cancer drug. It's the first treatment to be approved for this rare form of cancer.",0.017261072993278503,0.9239773154258728,0.058761656284332275
2011-04-28,AZN,Premarket gainers: VTAL +32%. LOOP-OLD +26%. LFT +21%. CYTR +18%. AET +9%. MEA +9%. FBC +8%. CEG...,"Premarket gainers: VTAL
+32%. LOOP-OLD
+26%. LFT
+21%. CYTR
+18%. AET
+9%. MEA
+9%. FBC
+8%. CEG
+7%. DB
+4%. SSN
+4%. NOG
+4%. S
+3%. BJ-OLD
+3%. RCL
+3%. HPP
+3%.Losers: AKAM
-13%. ACLS
-11%. OTCPK:LEXG
-9%. SOL
-8%. ITMN
-8%. FLEX
-6%. SAP
-6%. NLNX -6%. EK -6%. URNB -5%. TQNT -5%. CTIC
-4%. AZN
-3%. UN
-3%. TCLP -3%.",0.06307537853717804,0.8922539949417114,0.044670600444078445
2011-05-20,AZN,While speculation abounds that AstraZeneca (NYSE:AZN) may buy U.K.-based biopharma Shire Plc....,"While speculation abounds that AstraZeneca (NYSE:AZN) may buy U.K.-based biopharma Shire Plc. (SHPGY), U.S.-based Cubist Pharmaceuticals (CBST) may be a more compelling target, and could potentially see interest from Teva (NYSE:TEVA) and J&J (NYSE:JNJ) as well.",0.03693225234746933,0.9231078624725342,0.039959877729415894
2011-05-26,AZN,"Cubist Pharmaceuticals (CBST) on the rise again today, up 4.6% to set a new 52-week high, amid...","Cubist Pharmaceuticals (CBST) on the rise again today, up 4.6% to set a new 52-week high, amid chatter from the U.K.'s The Telegraph this week about a $2B buyout offer from Shire (SHPGY), or other suitors AstraZeneca (NYSE:AZN), Teva (NYSE:TEVA) or Johnson & Johnson (NYSE:JNJ). CBST up more than 10% this week. (previously)",0.03551178053021431,0.895932137966156,0.06855612993240356
2011-06-21,AZN,AstraZeneca (NYSE:AZN) is in exclusive final talks to sell its Swedish healthcare and dental...,"AstraZeneca (NYSE:AZN) is in exclusive final talks to sell its Swedish healthcare and dental unit Astra Tech to Dentsply (NASDAQ:XRAY) in a transaction that could value the subsidiary at about $1.8B, sources say. Dentsply has outbid private equity group EQT Partners, medical company Biomet and others.",0.01647728495299816,0.9238138794898987,0.059708867222070694
2011-06-22,AZN,Dentsply (NASDAQ:XRAY) is paying $1.8B for AstraZeneca's (NYSE:AZN) dental-implants unit. The...,"Dentsply (NASDAQ:XRAY) is paying $1.8B for AstraZeneca's (NYSE:AZN) dental-implants unit. The unit, Astra Tech, had generated significant interest as strategic buyers and P-E firms took notice of the fast-growing dental implants sector.",0.028022577986121178,0.44470974802970886,0.5272676944732666
2011-06-26,AZN,A diabetes pill developed by Bristol-Myers (NYSE:BMY) and AstraZeneca (NYSE:AZN) was effective...,"A diabetes pill developed by Bristol-Myers (NYSE:BMY) and AstraZeneca (NYSE:AZN) was effective in a Phase III study, although the trial produced increased cases of bladder and breast cancers. The drug, dapagliflozin, is set to be reviewed by an FDA advisory committee in July.",0.035520076751708984,0.8435869216918945,0.1208929643034935
2011-07-20,AZN,AstraZeneca (NYSE:AZN) receives FDA approval for its BRILINTA tablets to reduce the rate of...,AstraZeneca (NYSE:AZN) receives FDA approval for its BRILINTA tablets to reduce the rate of heart attack in adult patients with acute coronary syndrome. Shares +1.62% AH.,0.12272623181343079,0.756422758102417,0.12085100263357162
2011-07-20,AZN,An FDA advisory panel votes against recommending a new diabetes drug being developed by...,"An FDA advisory panel votes against recommending a new diabetes drug being developed by AstraZeneca (NYSE:AZN) and Bristol-Myers (NYSE:BMY), questioning whether there's sufficient efficacy and safety data to support the drug's approval. AstraZeneca -0.7% in London.",0.017063748091459274,0.8834404349327087,0.09949582070112228
2011-07-28,AZN,"Notable earnings before Thursday's open: ABC, ABX, ADP, AGCO, ALU, AVP, AZN, BC, BLL, BMY, BSX,...","Notable earnings before Thursday's open: ABC, ABX, ADP, AGCO, ALU, AVP, AZN, BC, BLL, BMY, BSX, BWA, CAM, CCE-OLD, CELG, CL, CMS, CNX, CS, D, DAN, DD, DHI, ELNK, EQT, GT, GTI,Â HOT, IMAX, INCY, IP, IPG, IRM, K, LIFE, LIZ, LLL, LM, MF, MHP, MJN, MSI, MWW, NBL, NIHD, ORI, OSK, PHM, POT, PTEN,Â RDS.A, ROK, RTN, S, SI, SNE, SNH, SNV, SU, TLM, TWC, TYC, WEC, WM, XEL, XOM, XRAY",0.07055250555276871,0.8849986791610718,0.04444878175854683
2011-07-28,AZN,AstraZeneca (NYSE:AZN): Q2 EPS of $1.53 misses by $0.21. Revenue of $8.30B (+3.1% Y/Y) beats by...,AstraZeneca (NYSE:AZN): Q2 EPS of $1.53 misses by $0.21. Revenue of $8.30B (+3.1% Y/Y) beats by $260M. Shares +0.1% premarket. (PR),0.03231843560934067,0.9029152393341064,0.06476635485887527
2011-08-17,AZN,"Moody's lowers its rating on Dentsply (NASDAQ:XRAY) to Baa2, maintaining a stable outlook on the...","Moody's lowers its rating on Dentsply (NASDAQ:XRAY) to Baa2, maintaining a stable outlook on the maker of dental devices. The ratings agency took note of the extra debt the firm is picking up as part of the $1.8B deal to acquire AstraZeneca's (NYSE:AZN) dental impant business.",0.0305695328861475,0.8930723667144775,0.07635815441608429
2011-08-22,AZN,Premarket gainers: YGE +10%. CLWR +10%. IRE +7%. AMR +6%. SNY +5%. RCL +5%. TOT +5%. HMY +5%....,"Premarket gainers: YGE
+10%. CLWR
+10%. IRE
+7%. AMR
+6%. SNY
+5%. RCL
+5%. TOT
+5%. HMY
+5%. LVLT
+5%. SODA
+5%. GSK
+5%. RDS.A
+5%. LDK
+6%. SGEN
+6%. AA
+4%. MCP +4%.  MPEL +4%. AZN
+4%. MGM
+4%. UN
+4%. FTE +4%. RF
+4%. RENN
+4%. KCI
+4%. MT
+4%. MOTR +4%. SAP
+4%. NVS
+4%. F
+4%. HAL
+3%. CAT
+2%. AKS
+3%. BIDU
+3%. EK +3%. DRYS
+3%. LOW
+3%.Losers: RBS
-4%.",0.04815606400370598,0.90227872133255,0.04956522583961487
2011-09-02,AZN,AstraZeneca's (NYSE:AZN) blockbuster cholesterol drug Crestor failed to beat Pfizer's (NYSE:PFE)...,AstraZeneca's (NYSE:AZN) blockbuster cholesterol drug Crestor failed to beat Pfizer's (NYSE:PFE) Lipitor in a head-to-head study. The result is likely to cap any benefits AZN might have gained from when Lipitor loses its patent in November and cheap generics hit the market. Shares -3.3% in London. (PR),0.036636706441640854,0.9165167212486267,0.04684661701321602
2011-09-02,AZN,"The full extent of today's news for Crestor (NYSE:AZN) won't be known until Nov. 15, when full...","The full extent of today's news for Crestor (NYSE:AZN) won't be known until Nov. 15, when full ""Saturn"" results are released. RBS notes AZN set a high-bar 0.65% PAV differential between Crestor and Lipitor (NYSE:PFE) to demonstrate ""statistical significance,"" but a 0.5% difference might be enough to impress cardiologists.",0.030432086437940598,0.9036269187927246,0.06594102829694748
2011-09-30,AZN,AstraZeneca (NYSE:AZN) enters a settlement with Handa Pharmaceuticals in a patent infringement...,"AstraZeneca (NYSE:AZN) enters a settlement with Handa Pharmaceuticals in a patent infringement case over Handa's proposed Seroquel extended-release tablets. Under the terms of the agreement, Handa can enter the U.S. market with the drug in November 2016 or earlier in certain circumstances.",0.06498296558856964,0.905464231967926,0.029552839696407318
2011-10-27,AZN,The FDA delays by three months (until Jan. 28) a decision on whether to approve AstraZeneca's...,"The FDA delays by three months (until Jan. 28) a decision on whether to approve AstraZeneca's (NYSE:AZN) and Bristol-Myers Squibb's (NYSE:BMY) dapagliflozin diabetes pill. In July, an FDA advisory panel voted against approving the medicine, saying more safety information was needed. (PR)",0.036324989050626755,0.9148859977722168,0.04878900572657585
2011-10-27,AZN,AstraZeneca (NYSE:AZN): Q3 core EPS of $1.71 beats by $0.01. Revenue of $8.21B (+4% Y/Y) beats...,"AstraZeneca (NYSE:AZN): Q3 core EPS of $1.71 beats by $0.01. Revenue of $8.21B (+4% Y/Y) beats by $50M. Net profit +124% to $3.48B, in line. Raises FY core EPS forecast to $7.20-$7.40 from $7.05-$7.35. Earnings benefited from favorable currency movements, sale of dental unit, and strong performances in emerging markets. (PR)",0.015088134445250034,0.22392551600933075,0.760986328125
2011-10-27,AZN,"Notable earnings before Thursday's open: ABB, ABX, AET, AVP, AVT, AZN, BC, BEN, BG, BLL, BMY,...","Notable earnings before Thursday's open: ABB, ABX, AET, AVP, AVT, AZN, BC, BEN, BG, BLL, BMY, CAH, CAM, CCE-OLD, CELG, CL, CLI, CLP, CMS, CNX, CTXS, CVE, DAN, DLR, DOW, ELN, ENDP, EQT, GR, GTI, HOT, HSY, IMAX, INCY, IP, IRM, JCI, LAZ, LM, MCO, MJN, MO, MSI, MWW, NIHD, O, ORI, OXY, PCG, PEG, PHM, POT, PTEN, RCL, REGN, RTN, SNH, SNV, STD, SWI, TKR, TWC, UAL, UTHR, VLY, WBC, WEC, WM, XEL, XOM, XRAY, YNDX, ZMH",0.0708073303103447,0.8865247964859009,0.04266786202788353
2011-11-02,AZN,Endo Pharmaceuticals (ENDP +1.5%) gains after receiving FDA approval for its Felodipine...,"Endo Pharmaceuticals (ENDP
+1.5%) gains after receiving FDA approval for its Felodipine extended-release tablets, a generic version of AstraZeneca's (AZN
+0.3%) Plendil blood pressure medication.",0.016913995146751404,0.8751175403594971,0.10796843469142914
2011-11-08,AZN,Premarket gainers: MSSR +28%. DYN +20%. YPF +7%. BCRX +9%. NBG +6%. ING +6%. DRYS +6%. SIG +6%....,"Premarket gainers: MSSR
+28%. DYN
+20%. YPF
+7%. BCRX
+9%. NBG +6%. ING
+6%. DRYS
+6%. SIG
+6%. FRO
+6%. LYG
+5%. RAX
+5%. RENN
+5%. GTAT +4%. PLCM
+4%. NVO
+3%. ASML
+3%. ATVI
+3%. DNDN
+3%. AMRN
+3%. HFC
+3%. JEF
+3%. EK +3%.Losers: TRGT -55%. AMLN
-9%. JRCC -7%. ALLT
-7%. FOSL
-7%. LGCY
-5%. TGI
-5%. PXD
-4%. ETP -4%. INHX
-3%. ALU -3%. URBN
-3%. AZN
-3%.",0.05919603258371353,0.8943597674369812,0.04644426330924034
2011-11-08,AZN,Targacept (TRGT) and AstraZeneca (NYSE:AZN) announce their experimental depression pill failed...,"Targacept (TRGT) and AstraZeneca (NYSE:AZN) announce their experimental depression pill failed to show any improvement for patients in a clinical trial. The firms are studying TC-5214 as a potential additional therapy for patients no longer responding to other antidepressants. Premarket: TRGT -50.3%, AZN
-3.3%.",0.06482310593128204,0.864995539188385,0.07018139958381653
2011-11-29,AZN,AstraZeneca (AZN +1.3%) and Bristol-Myers (BMY +1.2%) trade higher after the European Commission...,"AstraZeneca (AZN
+1.3%) and Bristol-Myers (BMY
+1.2%) trade higher after the European Commission grants marketing authorization for komboglyze, a fixed dose combination drug for the treatment of type two diabetes. The approval covers all 27 member states of the European Union.",0.018032269552350044,0.9082933068275452,0.07367440313100815
2011-12-07,AZN,"AstraZeneca (AZN -0.1%) says it's cutting its U.S. sales force by about 24%, eliminating about...","AstraZeneca (AZN
-0.1%) says it's cutting its U.S. sales force by about 24%, eliminating about 1,150 leadership and sales positions as part of the company's recent efforts to cut costs. The reduction adds to its ongoing restructuring program unveiled last year, when it said it would cut thousands more jobs over coming years because of expectations for sliding profit and revenue-growth challenges.",0.9508879780769348,0.029430724680423737,0.01968126744031906
2011-12-08,AZN,"AstraZeneca (NYSE:AZN) is buying privately-held Guangdong BeiKang Pharmaceutical, a Chinese...","AstraZeneca (NYSE:AZN) is buying privately-held Guangdong BeiKang Pharmaceutical, a Chinese maker of generic injectable antibiotics, for an undisclosed sum. The move consolidates AZN's No. 2 position in China (behind Pfizer) as the company increasingly turns to emerging markets for growth.",0.02240266092121601,0.822854220867157,0.15474309027194977
2011-12-12,AZN,Neoprobe (NEOP) jumps 4.5% AH after announcing it has licensed worldwide exclusive rights to...,"Neoprobe (NEOP) jumps 4.5% AH after announcing it has licensed worldwide exclusive rights to AstraZenaca's (NYSE:AZN) AZD4694 patient imaging solution, and plans to initiate Phase III trials in early 2013. Neoprobe will pay AstraZanaca a $5M up-front licensing fee, as well as future milestone payments and royalties.",0.015254674479365349,0.9094794988632202,0.07526575028896332
2011-12-20,AZN,Shares of AstraZeneca (NYSE:AZN) fall 3.3% in London trading as news that partner Targacept's...,"Shares of AstraZeneca (NYSE:AZN) fall 3.3% in London trading as news that partner Targacept's (TRGT) depression treatment failed to meet a goal adds to a string of misfires with its development pipeline. Analysts at Barclays Capital say that the buildup failures will prompt management to ""reassess the likely return on investment from additional R&D investment and cut costs further.""",0.08758728206157684,0.8359131813049316,0.07649952918291092
2011-12-20,AZN,AstraZeneca (NYSE:AZN) -2.6% in London after announcing impairment charges that will hurt...,AstraZeneca (NYSE:AZN) -2.6% in London after announcing impairment charges that will hurt full-year EPS.,0.9094893932342529,0.06837955117225647,0.022131014615297318
2011-12-20,AZN,AstraZeneca (NYSE:AZN) will take a Q4 pretax charge of $381.5M after two disappointing drug...,"AstraZeneca (NYSE:AZN) will take a Q4 pretax charge of $381.5M after two disappointing drug studies. The company confirms its prior guidance that full-year core EPS will be in the range of $7.20-7.40, but says it's now likely to be in the lower half of this range. (PR)",0.05407804995775223,0.9041963815689087,0.04172549024224281
2011-12-21,AZN,AstraZeneca (AZN -0.9%) forges a deal to co-develop a novel cancer treatment from Hutchison...,"AstraZeneca (AZN
-0.9%) forges a deal to co-develop a novel cancer treatment from Hutchison China MediTech (HNCMF.PK) and buys options on diabetes pills from Astellas Pharma (OTCPK:ALPMY). The products are at an early stage and won't do much to calm concerns about AZN's thin pipeline, especially after yesterday's setback.",0.02675161510705948,0.9169389605522156,0.05630943551659584
2012-01-09,AZN,AstraZeneca (NYSE:AZN) confirms the 2011 guidance it released on Dec. 20: Full-year core EPS...,"AstraZeneca (NYSE:AZN) confirms the 2011 guidance it released on Dec. 20: Full-year core EPS will still be in the range of $7.20-7.40, but will be in the lower half of that range after two disappointing drug studies led to a Q4 pretax charge of $381.5M.",0.0380871407687664,0.9100697636604309,0.05184309929609299
2012-01-19,AZN,The FDA rejects an experimental diabetes drug co-developed by Bristol-Myers Squibb (BMY -2.8%)...,"The FDA rejects an experimental diabetes drug co-developed by Bristol-Myers Squibb (BMY
-2.8%) and AstraZeneca (AZN
-2.2%), asking for more clinical data to assess its safety and efficacy. Analysts said the drug could have generated ~$400M in global sales by 2016, but an FDA advisory panel had previously recommended against it, citing safety concerns.",0.1370827853679657,0.789101243019104,0.07381594181060791
2012-01-20,AZN,Recent setbacks for some of AstraZeneca's (NYSE:AZN) most promising experimental drugs and...,"Recent setbacks for some of AstraZeneca's (NYSE:AZN) most promising experimental drugs and competition from generics mean the company may backtrack on its pledge to avoid big acquisitions. AZN has enough cash to make a small-to-medium acquisition without losing its AA- rating, says Fitch, but that kind of purchase won't be enough to compensate for the sales decline that starts this year.",0.8624714016914368,0.10851450264453888,0.02901412360370159
2012-02-01,AZN,"Notable earnings before Thursday's open: AGN, ALKS, AZN, BSX, BX, CAH,CAM, CI, CMI, DB, DO, DOW,...","Notable earnings before Thursday's open: AGN, ALKS, AZN, BSX, BX, CAH,CAM, CI, CMI, DB, DO, DOW, HOT, IP, K, LEA, MA, MDC, MRK, NOV, NYT, PHM, PTEN, RCL, SBH, SE, SLE, SNE, SXC, TE, TEN, VIAB, WEC, XEL",0.035133328288793564,0.9021192193031311,0.06274744123220444
2012-02-01,AZN,Impax Laboratories (IPXL) announces that it's licensed the U.S. commercialization rights for...,"Impax Laboratories (IPXL) announces that it's licensed the U.S. commercialization rights for Zomig from AstaZeneca (NYSE:AZN). The firm says the deal will be immediately accretive to EPS in 2012, and now sees gross margins of 60% as a percentage of total revenue for the year.",0.03132064267992973,0.5978959202766418,0.37078338861465454
